OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Name of geographic unit,"# Renter-occupied housing units, 2019","# Renter-occupied housing units, 2019 (MOE)","# Gross rent less than $500, 2019","# Gross rent less than $500, 2019 (MOE)","% Gross rent less than $500, 2019","% Gross rent less than $500, 2019 (MOE)","# Gross rent $500 to $999, 2019","# Gross rent $500 to $999, 2019 (MOE)","% Gross rent $500 to $999, 2019","% Gross rent $500 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 to $2,499, 2019","# Gross rent $2,000 to $2,499, 2019 (MOE)","% Gross rent $2,000 to $2,499, 2019","% Gross rent $2,000 to $2,499, 2019 (MOE)","# Gross rent $2,500 to $2,999, 2019","# Gross rent $2,500 to $2,999, 2019 (MOE)","% Gross rent $2,500 to $2,999, 2019","% Gross rent $2,500 to $2,999, 2019 (MOE)","# Gross rent $3,000 or more, 2019","# Gross rent $3,000 or more, 2019 (MOE)","% Gross rent $3,000 or more, 2019","% Gross rent $3,000 or more, 2019 (MOE)","# Gross rent less than $200, 2019","# Gross rent less than $200, 2019 (MOE)","% Gross rent less than $200, 2019","% Gross rent less than $200, 2019 (MOE)","# Gross rent $200 to $499, 2019","# Gross rent $200 to $499, 2019 (MOE)","% Gross rent $200 to $499, 2019","% Gross rent $200 to $499, 2019 (MOE)","# Gross rent $500 to $749, 2019","# Gross rent $500 to $749, 2019 (MOE)","% Gross rent $500 to $749, 2019","% Gross rent $500 to $749, 2019 (MOE)","# Gross rent $750 to $999, 2019","# Gross rent $750 to $999, 2019 (MOE)","% Gross rent $750 to $999, 2019","% Gross rent $750 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 or more, 2019","# Gross rent $2,000 or more, 2019 (MOE)","% Gross rent $2,000 or more, 2019","% Gross rent $2,000 or more, 2019 (MOE)","# Gross rent less than $750, 2019","# Gross rent less than $750, 2019 (MOE)","% Gross rent less than $750, 2019","% Gross rent less than $750, 2019 (MOE)","# Gross rent $1,000 or more, 2019","# Gross rent $1,000 or more, 2019 (MOE)","% Gross rent $1,000 or more, 2019","% Gross rent $1,000 or more, 2019 (MOE)",Shape__Area,Shape__Length
536,Heart of Georgia Altamaha,No,31539,3713,ZCTA,ZCTA5 31539,1824,269,323,153,20.4,9.1,1190,330,75.3,16.8,68,85,4.3,5.3,0,21,0,1.3,0,21,0,1.3,0,21,0,1.3,0,30,0,1.9,44,62,2.8,3.9,279,140,17.6,8.4,952,306,60.2,16.6,238,123,15.1,7.4,68,85,4.3,5.3,0,21,0,1.3,0,42,0,2.7,1275,342,80.6,17.1,68,90,4.3,5.6,7638766870.53296,587183.65287463
537,Three Rivers,Yes,30116,3221,ZCTA,ZCTA5 30116,2022,386,278,160,15,8.1,1075,334,58.2,13.6,479,193,25.9,9,16,28,0.9,1.5,0,25,0,1.4,0,25,0,1.4,0,35,0,1.9,16,44,0.9,2.4,262,153,14.2,7.8,633,268,34.3,12.7,442,200,23.9,9.6,479,193,25.9,9,16,28,0.9,1.5,0,50,0,2.7,911,312,49.3,13.5,495,197,26.8,9.1,2887894736.58813,407219.966202986
538,Southern Georgia,No,31542,3714,ZCTA,ZCTA5 31542,117,71,22,47,30.1,60.2,37,39,50.7,38.1,0,18,0,25.2,14,31,19.2,40,0,13,0,17.8,0,13,0,17.8,0,18,0,25.2,0,23,0,30.8,22,41,30.1,51.6,27,31,37,32.4,10,24,13.7,30.9,0,18,0,25.2,14,31,19.2,40,0,26,0,35.6,49,56,67.1,58.7,14,38,19.2,50.5,2869730201.60815,339358.324368567
539,Three Rivers,Yes,30117,3222,ZCTA,ZCTA5 30117,6628,517,660,208,10.3,3.2,4142,627,64.9,8.3,1212,278,19,4.1,302,151,4.7,2.3,0,28,0,0.4,70,59,1.1,0.9,0,40,0,0.6,91,99,1.4,1.5,569,183,8.9,2.8,1556,338,24.4,4.9,2586,528,40.5,7.6,1212,278,19,4.1,302,151,4.7,2.3,70,76,1.1,1.2,2216,397,34.7,5.6,1514,317,23.7,4.6,3083301399.88306,380190.470296625
540,CRC / HOGA / SG,No,31543,3715,ZCTA,ZCTA5 31543,406,189,100,104,32.9,29.4,190,149,62.5,35.8,14,25,4.6,7.7,0,13,0,4.3,0,13,0,4.3,0,13,0,4.3,0,18,0,6,0,23,0,7.4,100,102,32.9,28.4,157,137,51.6,35.7,33,58,10.9,18.2,14,25,4.6,7.7,0,13,0,4.3,0,26,0,8.6,257,172,84.5,34,14,31,4.6,9.8,3499171807.9469,631217.713324131
541,Three Rivers,Yes,30118,3223,ZCTA,ZCTA5 30118,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,10426658.3461914,16434.3562200433
542,Heart of Georgia Altamaha,No,31544,3716,ZCTA,ZCTA5 31544,54,47,5,38,29.4,220,2,35,11.8,202.6,10,21,58.8,105.2,0,13,0,76.5,0,13,0,76.5,0,13,0,76.5,0,18,0,108.1,0,23,0,132.5,5,30,29.4,175.6,0,29,0,171,2,19,11.8,108.7,10,21,58.8,105.2,0,13,0,76.5,0,26,0,152.9,5,48,29.4,278.6,10,28,58.8,150.8,2878420798.92737,362795.056119526
543,Northwest Georgia,Yes,30120,3224,ZCTA,ZCTA5 30120,5243,479,520,209,10.2,4,2509,472,49.3,7.9,1536,343,30.2,6.1,500,224,9.8,4.3,21,24,0.4,0.5,0,28,0,0.6,0,40,0,0.8,77,105,1.5,2.1,443,181,8.7,3.5,772,255,15.2,4.8,1737,397,34.2,7.1,1536,343,30.2,6.1,500,224,9.8,4.3,21,54,0.4,1.1,1292,330,25.4,6,2057,410,40.4,7,2596744595.58643,433903.709362933
544,Heart of Georgia Altamaha,No,31545,3717,ZCTA,ZCTA5 31545,2467,289,612,193,28,8,1319,339,60.4,13.1,216,161,9.9,7.2,38,60,1.7,2.7,0,21,0,1,0,21,0,1,0,30,0,1.4,69,63,3.2,2.8,543,182,24.9,7.6,887,286,40.6,11.8,432,183,19.8,7.9,216,161,9.9,7.2,38,60,1.7,2.7,0,42,0,1.9,1499,345,68.6,12.7,254,173,11.6,7.7,2825571459.63062,395683.251647274
545,Northwest Georgia,Yes,30121,3225,ZCTA,ZCTA5 30121,3779,491,144,100,4.1,2.8,1738,383,49.1,8.3,1418,362,40,8.5,242,160,6.8,4.4,0,25,0,0.7,0,25,0,0.7,0,35,0,1,0,43,0,1.2,144,90,4.1,2.5,607,215,17.1,5.6,1131,316,31.9,7.7,1418,362,40,8.5,242,160,6.8,4.4,0,50,0,1.4,751,237,21.2,6,1660,396,46.9,9,1645015323.89819,425357.4426398
546,Heart of Georgia Altamaha,No,31546,3718,ZCTA,ZCTA5 31546,867,239,171,121,21.9,14,567,232,72.5,20,5,21,0.6,2.6,20,25,2.6,3.1,0,19,0,2.4,19,29,2.4,3.6,0,27,0,3.4,0,33,0,4.2,171,116,21.9,13.3,283,137,36.2,13.8,284,187,36.3,21.2,5,21,0.6,2.6,20,25,2.6,3.1,19,44,2.4,5.6,454,183,58.1,15.5,25,38,3.2,4.7,4819695953.41858,626495.553458429
547,Atlanta Regional Commission,Yes,30122,3226,ZCTA,ZCTA5 30122,5030,465,45,97,0.9,2,1408,362,28.8,6.9,3118,491,63.7,8,271,140,5.5,2.8,51,79,1,1.6,0,25,0,0.5,0,35,0,0.7,0,43,0,0.9,45,87,0.9,1.8,299,162,6.1,3.3,1109,324,22.7,6.3,3118,491,63.7,8,271,140,5.5,2.8,51,90,1,1.8,344,189,7,3.8,3440,516,70.3,8.2,674740150.343506,171535.386459793
548,Coastal Regional Commission,No,31547,3719,ZCTA,ZCTA5 31547,67,36,0,39,0,58.2,0,37,0,54.9,31,32,46.3,40.4,36,17,53.7,38.4,0,13,0,19.4,0,13,0,19.4,0,18,0,27.4,0,23,0,33.6,0,32,0,47.5,0,29,0,43.4,0,23,0,33.6,31,32,46.3,40.4,36,17,53.7,38.4,0,26,0,38.8,0,49,0,72.6,67,38,100,19.6,71717846.6740112,63052.3057811831
549,Northwest Georgia,No,30124,3227,ZCTA,ZCTA5 30124,374,117,44,40,12.9,10.9,255,103,74.6,17.7,32,33,9.4,9.2,11,13,3.2,3.7,0,13,0,3.8,0,13,0,3.8,0,18,0,5.4,0,23,0,6.6,44,33,12.9,8.7,130,61,38,13.1,125,82,36.5,20.9,32,33,9.4,9.2,11,13,3.2,3.7,0,26,0,7.6,174,73,50.9,13.7,43,38,12.6,10.3,1705320257.48608,256320.811088856
550,Coastal Regional Commission,No,31548,3720,ZCTA,ZCTA5 31548,3043,372,454,193,15.2,6.1,1405,337,46.9,9.6,993,277,33.2,8.3,78,54,2.6,1.8,63,62,2.1,2.1,0,25,0,0.8,0,35,0,1.2,131,116,4.4,3.8,323,154,10.8,5,620,220,20.7,6.9,785,255,26.2,7.9,993,277,33.2,8.3,78,54,2.6,1.8,63,76,2.1,2.5,1074,293,35.9,8.7,1134,289,37.9,8.4,1631576746.98505,356354.832349003
551,Northwest Georgia,No,30125,3228,ZCTA,ZCTA5 30125,3327,408,512,219,16.3,6.6,2403,416,76.3,9.1,184,107,5.8,3.3,34,47,1.1,1.5,0,25,0,0.8,0,25,0,0.8,16,38,0.5,1.2,0,43,0,1.4,512,215,16.3,6.5,1275,272,40.5,7,1128,315,35.8,8.9,184,107,5.8,3.3,34,47,1.1,1.5,16,52,0.5,1.6,1787,349,56.7,8.5,218,120,6.9,3.7,5125877463.19702,512916.338790963
552,Heart of Georgia Altamaha,No,31549,3721,ZCTA,ZCTA5 31549,196,67,65,48,45.1,26.9,74,55,51.4,31.2,5,16,3.5,10.9,0,13,0,9,0,13,0,9,0,13,0,9,0,18,0,12.8,0,23,0,15.6,65,42,45.1,21.9,70,51,48.6,28.7,4,20,2.8,14.2,5,16,3.5,10.9,0,13,0,9,0,26,0,18.1,135,70,93.8,27.1,5,24,3.5,16.8,3183930132.34241,478304.016675617
553,Atlanta Regional Commission,Yes,30126,3229,ZCTA,ZCTA5 30126,4400,527,47,96,1.1,2.2,1451,301,33.3,5.6,1845,410,42.3,7.9,510,196,11.7,4.3,376,178,8.6,3.9,119,125,2.7,2.8,12,35,0.3,0.8,0,48,0,1.1,47,83,1.1,1.9,273,124,6.3,2.7,1178,275,27,5.4,1845,410,42.3,7.9,510,196,11.7,4.3,507,220,11.6,4.9,320,157,7.3,3.5,2731,488,62.6,8.2,581814359.865479,130296.920266263
554,Southern Georgia,No,31550,3722,ZCTA,ZCTA5 31550,48,61,0,39,0,114.7,34,65,100,101.2,0,18,0,54.1,0,13,0,38.2,0,13,0,38.2,0,13,0,38.2,0,18,0,54.1,0,23,0,66.2,0,32,0,93.7,0,29,0,85.5,34,58,100,54.1,0,18,0,54.1,0,13,0,38.2,0,26,0,76.5,0,49,0,143.1,0,26,0,76.5,1448511899.11957,279197.552234361
555,Coastal Regional Commission,No,31411,3692,ZCTA,ZCTA5 31411,371,112,27,69,7.9,20,98,76,28.7,20.3,77,50,22.6,12.8,25,26,7.3,7.3,40,33,11.7,8.9,29,33,8.5,9.3,45,48,13.2,13.4,0,33,0,9.7,27,60,7.9,17.5,16,38,4.7,11.1,82,66,24,17.7,77,50,22.6,12.8,25,26,7.3,7.3,114,67,33.4,16.5,43,79,12.6,22.7,142,65,41.6,13.8,695819501.831299,202129.179558807
556,ARC / NW,Yes,30127,3230,ZCTA,ZCTA5 30127,4179,547,57,103,1.4,2.6,743,221,18.6,5,1668,330,41.8,6.1,1145,293,28.7,6.3,269,146,6.7,3.5,27,31,0.7,0.8,83,134,2.1,3.3,30,65,0.8,1.6,27,81,0.7,2,199,107,5,2.6,544,194,13.6,4.5,1668,330,41.8,6.1,1145,293,28.7,6.3,379,200,9.5,4.9,256,149,6.4,3.6,3082,465,77.2,5.6,1426296376.6958,310890.362153479
557,Southern Georgia,No,31551,3723,ZCTA,ZCTA5 31551,93,58,25,44,43.1,66.4,33,52,56.9,75.2,0,18,0,31.7,0,13,0,22.4,0,13,0,22.4,0,13,0,22.4,0,18,0,31.7,0,23,0,38.8,25,38,43.1,53.9,27,48,46.6,71.8,6,21,10.3,35,0,18,0,31.7,0,13,0,22.4,0,26,0,44.8,52,65,89.7,81.1,0,26,0,44.8,2007329146.47205,351330.568920133
558,Coastal Regional Commission,No,31415,3693,ZCTA,ZCTA5 31415,2591,216,349,109,16,4.7,1324,214,60.6,7.3,456,120,20.9,5,56,52,2.6,2.4,0,21,0,1,0,21,0,1,0,30,0,1.4,63,57,2.9,2.6,286,92,13.1,4,454,124,20.8,5.2,870,175,39.8,6.8,456,120,20.9,5,56,52,2.6,2.4,0,42,0,1.9,803,165,36.8,6.4,512,132,23.4,5.5,176714411.657227,93211.0301242921
559,Northwest Georgia,Yes,30132,3231,ZCTA,ZCTA5 30132,3972,625,347,218,9,5.5,1372,393,35.7,8.5,1692,428,44.1,8.6,385,216,10,5.4,29,33,0.8,0.9,0,28,0,0.7,13,36,0.3,0.9,0,48,0,1.3,347,213,9,5.4,212,129,5.5,3.2,1160,371,30.2,8.4,1692,428,44.1,8.6,385,216,10,5.4,42,56,1.1,1.5,559,253,14.6,6.2,2106,480,54.9,8.9,3085665126.54517,389728.166397499
560,Southern Georgia,No,31552,3724,ZCTA,ZCTA5 31552,25,21,0,39,0,243.8,16,40,100,215,0,18,0,114.9,0,13,0,81.3,0,13,0,81.3,0,13,0,81.3,0,18,0,114.9,0,23,0,140.7,0,32,0,199,16,33,100,162.5,0,23,0,140.7,0,18,0,114.9,0,13,0,81.3,0,26,0,162.5,16,51,100,293,0,26,0,162.5,2413678880.32568,396699.373615809
561,Coastal Regional Commission,No,31419,3694,ZCTA,ZCTA5 31419,10342,684,599,264,6.1,2.7,3117,478,31.6,4.4,4971,699,50.4,6.4,1070,304,10.9,3,77,66,0.8,0.7,10,15,0.1,0.2,12,36,0.1,0.4,8,45,0.1,0.5,591,260,6,2.6,722,279,7.3,2.8,2395,389,24.3,3.6,4971,699,50.4,6.4,1070,304,10.9,3,99,77,1,0.8,1321,384,13.4,3.8,6118,765,62.1,6.7,1903891707.36377,555314.600634635
562,ARC / NW,Yes,30134,3232,ZCTA,ZCTA5 30134,5592,572,482,224,8.8,4,2292,470,41.8,7.4,2211,437,40.3,6.8,444,215,8.1,3.8,51,81,0.9,1.5,0,28,0,0.5,0,40,0,0.7,0,48,0,0.9,482,219,8.8,3.9,681,265,12.4,4.7,1611,389,29.4,6.4,2211,437,40.3,6.8,444,215,8.1,3.8,51,94,0.9,1.7,1163,347,21.2,5.9,2706,494,49.4,7.5,1387231644.19849,252930.322646472
563,Southern Georgia,No,31553,3725,ZCTA,ZCTA5 31553,429,163,65,53,18.1,12.7,279,139,77.7,20.5,15,29,4.2,7.9,0,13,0,3.6,0,13,0,3.6,0,13,0,3.6,0,18,0,5.1,3,19,0.8,5.3,62,50,17.3,11.8,232,133,64.6,24.9,47,41,13.1,10.1,15,29,4.2,7.9,0,13,0,3.6,0,26,0,7.2,297,143,82.7,19.1,15,34,4.2,9.4,4824674338.91211,516792.88821407
564,Atlanta Regional Commission,Yes,30135,3233,ZCTA,ZCTA5 30135,5385,547,186,161,3.6,3.1,1588,352,30.6,6,2211,422,42.6,6.8,842,287,16.2,5.3,295,177,5.7,3.4,69,64,1.3,1.2,0,44,0,0.8,0,54,0,1,186,151,3.6,2.9,395,155,7.6,2.9,1193,316,23,5.6,2211,422,42.6,6.8,842,287,16.2,5.3,364,193,7,3.6,581,223,11.2,4.1,3348,540,64.5,7.8,2351694705.23169,298552.445716582
565,Southern Georgia,No,31554,3726,ZCTA,ZCTA5 31554,486,143,76,68,19.3,16,317,130,80.7,17.3,0,27,0,6.8,0,19,0,4.8,0,19,0,4.8,0,19,0,4.8,0,27,0,6.8,0,33,0,8.4,76,60,19.3,13.6,239,120,60.8,22,78,49,19.8,10.3,0,27,0,6.8,0,19,0,4.8,0,38,0,9.7,315,138,80.2,21.3,0,38,0,9.7,5860331222.51563,534513.457004179
566,Northwest Georgia,Yes,30137,3234,ZCTA,ZCTA5 30137,222,82,8,39,4.1,20.3,146,84,75.6,29.2,39,27,20.2,11.2,0,13,0,6.7,0,13,0,6.7,0,13,0,6.7,0,18,0,9.5,0,23,0,11.7,8,32,4.1,16.6,32,34,16.6,16.4,114,77,59.1,30.7,39,27,20.2,11.2,0,13,0,6.7,0,26,0,13.5,40,52,20.7,25.6,39,33,20.2,14.7,110609066.009277,92037.0069208528
567,Heart of Georgia Altamaha,No,31555,3727,ZCTA,ZCTA5 31555,150,82,1,37,1,35.8,95,69,92.2,35.7,7,16,6.8,14.8,0,13,0,12.6,0,13,0,12.6,0,13,0,12.6,0,18,0,17.8,0,23,0,21.9,1,29,1,28.4,44,30,42.7,12.6,51,62,49.5,51.9,7,16,6.8,14.8,0,13,0,12.6,0,26,0,25.2,45,47,43.7,37.5,7,24,6.8,23.2,4145418579.42468,558615.591317968
568,Northwest Georgia,Partial,30139,3235,ZCTA,ZCTA5 30139,449,137,16,37,4.1,9.3,306,124,78.3,18.4,31,23,7.9,5.4,32,39,8.2,9.6,0,13,0,3.3,0,13,0,3.3,6,16,1.5,4.2,0,23,0,5.8,16,29,4.1,7.3,119,63,30.4,12.5,187,107,47.8,22.3,31,23,7.9,5.4,32,39,8.2,9.6,6,25,1.5,6.3,135,73,34.5,14.7,63,47,16.1,10.9,1999361359.18359,393269.223771765
569,Southern Georgia,No,31556,3728,ZCTA,ZCTA5 31556,9,12,0,39,0,975,4,35,100,859.9,0,18,0,459.6,0,13,0,325,0,13,0,325,0,13,0,325,0,18,0,459.6,0,23,0,562.9,0,32,0,796.1,4,27,100,650,0,23,0,562.9,0,18,0,459.6,0,13,0,325,0,26,0,650,4,48,100,1171.8,0,26,0,650,13756764.7453613,20683.6907941105
570,ARC / NW,Yes,30141,3236,ZCTA,ZCTA5 30141,2362,338,65,127,2.8,5.4,567,219,24.5,8.7,1197,263,51.7,8.4,466,170,20.1,6.7,22,34,0.9,1.5,0,25,0,1.1,0,35,0,1.5,0,43,0,1.9,65,119,2.8,5.1,216,149,9.3,6.3,351,161,15.1,6.6,1197,263,51.7,8.4,466,170,20.1,6.7,22,55,0.9,2.4,281,195,12.1,8.2,1685,315,72.7,8.3,825830010.675537,193539.160485685
571,Southern Georgia,No,31557,3729,ZCTA,ZCTA5 31557,343,117,34,45,11.4,14.5,245,117,82.2,23.5,19,24,6.4,7.6,0,13,0,4.4,0,13,0,4.4,0,13,0,4.4,0,18,0,6.2,0,23,0,7.6,34,39,11.4,12.3,188,107,63.1,26.7,57,47,19.1,13.9,19,24,6.4,7.6,0,13,0,4.4,0,26,0,8.7,222,116,74.5,26.7,19,30,6.4,9.8,3107978954.86938,572510.560080739
572,ARC / GM / NW,Partial,30143,3237,ZCTA,ZCTA5 30143,2090,334,326,160,17.3,8,931,256,49.4,10.8,525,193,27.9,9.2,81,101,4.3,5.3,10,17,0.5,0.9,11,18,0.6,1,0,35,0,1.9,10,40,0.5,2.1,316,155,16.8,7.8,441,193,23.4,9.5,490,168,26,7.8,525,193,27.9,9.2,81,101,4.3,5.3,21,43,1.1,2.3,767,251,40.7,11.5,616,219,32.7,10.3,3895054647.64014,548347.897807685
573,Coastal Regional Commission,No,31558,3730,ZCTA,ZCTA5 31558,3546,352,201,131,5.9,3.8,1390,324,40.8,8.6,1272,242,37.4,6.1,353,182,10.4,5.2,170,121,5,3.5,0,25,0,0.7,18,37,0.5,1.1,54,73,1.6,2.1,147,109,4.3,3.2,503,200,14.8,5.7,887,255,26.1,7,1272,242,37.4,6.1,353,182,10.4,5.2,188,129,5.5,3.7,704,239,20.7,6.7,1795,326,52.7,8.1,2847673155.20282,567427.4315124
574,Atlanta Regional Commission,Yes,30144,3238,ZCTA,ZCTA5 30144,9043,628,183,151,2.1,1.7,1387,339,15.6,3.7,5132,728,57.9,7.1,1773,356,20,3.8,350,234,3.9,2.6,31,35,0.3,0.4,11,37,0.1,0.4,44,80,0.5,0.9,139,128,1.6,1.4,369,170,4.2,1.9,1018,294,11.5,3.2,5132,728,57.9,7.1,1773,356,20,3.8,392,239,4.4,2.7,552,227,6.2,2.5,7255,843,81.8,7.6,634746898.485107,185943.916119481
575,Southern Georgia,No,31501,3695,ZCTA,ZCTA5 31501,3056,375,737,206,25.1,6.2,1798,369,61.3,9.6,355,175,12.1,5.7,42,57,1.4,1.9,0,21,0,0.7,0,21,0,0.7,0,30,0,1,105,68,3.6,2.3,632,195,21.6,6,1266,307,43.2,8.8,532,204,18.1,6.5,355,175,12.1,5.7,42,57,1.4,1.9,0,42,0,1.4,2003,370,68.3,8.8,397,185,13.5,6.1,370395505.628174,168157.155903001
576,Northwest Georgia,Partial,30145,3239,ZCTA,ZCTA5 30145,389,149,19,56,5.6,16.5,178,93,52.7,15.1,141,131,41.7,34.3,0,19,0,5.6,0,19,0,5.6,0,19,0,5.6,0,27,0,7.9,0,33,0,9.7,19,46,5.6,13.3,88,55,26,11.5,90,75,26.6,18.9,141,131,41.7,34.3,0,19,0,5.6,0,38,0,11.2,107,78,31.7,18.7,141,134,41.7,35.2,2236509722.27979,431647.361147623
577,Northwest Georgia,No,30147,3240,ZCTA,ZCTA5 30147,587,158,14,53,2.7,10.3,411,143,79.7,17.8,82,81,15.9,15.2,9,15,1.7,2.9,0,19,0,3.7,0,19,0,3.7,0,27,0,5.2,0,33,0,6.4,14,42,2.7,8.1,241,116,46.7,18.7,170,83,32.9,13.6,82,81,15.9,15.2,9,15,1.7,2.9,0,38,0,7.4,255,127,49.4,20.9,91,85,17.6,15.7,511009403.867676,215250.501142634
578,GM / NW,Partial,30148,3241,ZCTA,ZCTA5 30148,18,21,0,39,0,216.7,18,38,100,176.2,0,18,0,102.1,0,13,0,72.2,0,13,0,72.2,0,13,0,72.2,0,18,0,102.1,0,23,0,125.1,0,32,0,176.9,0,29,0,161.5,18,25,100,70.5,0,18,0,102.1,0,13,0,72.2,0,26,0,144.4,0,49,0,270.2,0,26,0,144.4,300754055.821533,166958.034344959
579,Northwest Georgia,No,30149,3242,ZCTA,ZCTA5 30149,59,22,0,39,0,105.4,17,37,45.9,94.1,20,23,54.1,46.1,0,13,0,35.1,0,13,0,35.1,0,13,0,35.1,0,18,0,49.7,0,23,0,60.9,0,32,0,86.1,9,30,24.3,77.7,8,23,21.6,58.6,20,23,54.1,46.1,0,13,0,35.1,0,26,0,70.3,9,49,24.3,130.9,20,29,54.1,67.8,243757597.183105,110414.593022883
580,Southern Georgia,No,31503,3696,ZCTA,ZCTA5 31503,2160,390,383,233,20.3,11.7,1343,290,71.1,6,147,86,7.8,4.3,11,19,0.6,1,0,25,0,1.3,0,25,0,1.3,4,26,0.2,1.4,139,136,7.4,7,244,190,12.9,9.7,818,234,43.3,8.9,525,172,27.8,7.2,147,86,7.8,4.3,11,19,0.6,1,4,44,0.2,2.3,1201,330,63.6,12.1,158,92,8.4,4.6,9390327462.12061,1045494.16171852
581,Heart of Georgia Altamaha,No,31084,3637,ZCTA,ZCTA5 31084,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,7751843.2052002,13212.9593835844
582,Northeast Georgia,No,31085,3638,ZCTA,ZCTA5 31085,76,45,0,39,0,54.9,71,53,100,41.8,0,18,0,25.9,0,13,0,18.3,0,13,0,18.3,0,13,0,18.3,0,18,0,25.9,0,23,0,31.7,0,32,0,44.8,0,29,0,40.9,71,44,100,8.3,0,18,0,25.9,0,13,0,18.3,0,26,0,36.6,0,49,0,68.5,0,26,0,36.6,1249629332.05176,257669.854977066
583,CSRA / MG,No,31087,3639,ZCTA,ZCTA5 31087,836,192,260,111,36.9,12.1,415,164,58.9,16.9,30,44,4.3,6.2,0,19,0,2.7,0,19,0,2.7,0,19,0,2.7,0,27,0,3.8,51,59,7.2,8.1,209,94,29.6,10.6,138,90,19.6,11.6,277,137,39.3,16.3,30,44,4.3,6.2,0,19,0,2.7,0,38,0,5.4,398,143,56.5,13.2,30,52,4.3,7.3,13161304279.9446,773864.029242321
584,Middle Georgia,No,31088,3640,ZCTA,ZCTA5 31088,7922,676,329,166,4.4,2.2,3787,629,50.4,7,2908,482,38.7,5.4,275,171,3.7,2.3,202,205,2.7,2.7,13,20,0.2,0.3,0,44,0,0.6,12,47,0.2,0.6,317,159,4.2,2.1,1087,318,14.5,4,2700,543,35.9,6.5,2908,482,38.7,5.4,275,171,3.7,2.3,215,211,2.9,2.8,1416,359,18.8,4.5,3385,551,45,6.1,882392914.066895,251412.694774039
585,Heart of Georgia Altamaha,No,31002,3569,ZCTA,ZCTA5 31002,294,91,66,41,47.5,21.3,73,55,52.5,32,0,18,0,13.2,0,13,0,9.4,0,13,0,9.4,0,13,0,9.4,0,18,0,13.2,20,23,14.4,15.2,46,34,33.1,20,67,52,48.2,31.3,6,16,4.3,11.2,0,18,0,13.2,0,13,0,9.4,0,26,0,18.7,133,66,95.7,24,0,26,0,18.7,3271077387.42065,391829.473202209
586,Middle Georgia,No,31003,3570,ZCTA,ZCTA5 31003,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,128928313.5625,65131.4134675079
587,CSRA / HOGA,No,31089,3641,ZCTA,ZCTA5 31089,757,144,119,66,17.5,9,493,126,72.6,10.4,63,45,9.3,6.4,4,6,0.6,0.9,0,13,0,1.9,0,13,0,1.9,0,18,0,2.7,15,26,2.2,3.9,104,61,15.3,8.4,276,92,40.6,10.5,217,85,32,10.6,63,45,9.3,6.4,4,6,0.6,0.9,0,26,0,3.8,395,113,58.2,11.3,67,48,9.9,6.7,4307831929.89893,486721.594832134
588,Middle Georgia,No,31005,3571,ZCTA,ZCTA5 31005,1483,346,0,63,0,4.2,566,235,38.2,13.1,714,265,48.1,13.9,185,109,12.5,6.7,0,21,0,1.4,0,21,0,1.4,18,37,1.2,2.5,0,36,0,2.5,0,51,0,3.5,99,88,6.7,5.7,467,218,31.5,12.7,714,265,48.1,13.9,185,109,12.5,6.7,18,47,1.2,3.2,99,108,6.7,7.1,899,288,60.6,13.3,546619789.317627,168256.859617556
589,Middle Georgia,No,31090,3642,ZCTA,ZCTA5 31090,108,51,48,49,60,51.9,31,26,38.8,24.9,1,14,1.3,17,0,13,0,16.3,0,13,0,16.3,0,13,0,16.3,0,18,0,23,3,19,3.8,23.7,45,45,56.3,47.5,23,20,28.7,19.7,8,17,10,20.1,1,14,1.3,17,0,13,0,16.3,0,26,0,32.5,71,53,88.8,45.1,1,23,1.3,28.6,4099117026.30835,479391.18331572
